time,sin,sawtooth,random,sqrt,equation
,,,,,
1000.0,0.0,0.0,0.830241569391986,0.0,0.830241569391986
1000.2,0.0016120880553146468,0.2,0.09859352431174329,0.4472135954999579,2.0375729724017395
1000.4,0.019298319522338445,0.4,0.31850593436479435,0.6324555320336759,3.394709215083123
1000.6,0.025597989184930565,0.6000000000000001,0.8161387699915273,0.7745966692414834,4.869213724506048
1000.8,0.020988155871583123,0.8,0.9376692861505542,0.8944271909999159,5.855663040949347
1001.0,0.023442338412983918,1.0,0.6129741568047546,1.0,6.295916126420548
1001.2,0.017485469758244516,1.2000000000000002,0.9737199348387982,1.0954451150103324,7.324133451804248
1001.4,0.06712347989649584,1.4000000000000001,0.4764728224046566,1.1832159566199232,7.397020152241346
1001.6,0.049822015963312406,1.6,0.9389555015528991,1.2649110640673518,8.332835899837963
1001.8,0.012517992406711495,1.8,0.3834394123323098,1.3416407864998738,8.156057033588322
1002.0,0.018901657889383593,2.0,0.5678042407142319,1.4142135623730951,8.629039781484881
1002.2,0.014947011507829516,2.2,0.6364329148611391,1.4832396974191326,8.903144814757717
1002.4,0.0525895532322234,2.4000000000000004,0.7104024666105868,1.5491933384829668,9.108908843161789
1002.6,0.004004505942475928,2.6,0.09757327714457564,1.61245154965971,8.565930669766633
1002.8,0.009101117048371328,2.8000000000000003,0.6643118115027687,1.6733200530681511,9.154248271019032
1003.0,0.0076198659937913695,3.0,0.370581185398311,1.7320508075688772,8.848973624224676
1003.2,-0.0009468629219213022,3.2,0.41921692687413337,1.7888543819998317,8.869031786018468
1003.4,-0.004556189473934117,3.4000000000000004,0.9128121145079241,1.8439088914585775,9.333456584829994
1003.6,-0.012851301372036184,3.6,0.6202163737005478,1.8973665961010275,9.027275275413926
1003.8,-0.056834213331221885,3.8000000000000003,0.9659370696116553,1.949358868961793,9.390297894611596
1004.0,-0.05724024649442733,4.0,0.3267424787622313,2.0,8.813137488146374
1004.2,-0.0736189957867979,4.2,0.8777332317276555,2.04939015319192,9.482752146476239
1004.4,-0.042205141126155234,4.4,0.3172673619531784,2.0976176963403033,9.106916303195057
1004.6,-0.07889587316695026,4.6000000000000005,0.10505511397499911,2.1447610589527217,9.151956283566236
1004.8,-0.022471783336719904,4.800000000000001,0.13540372598007078,2.1908902300206647,9.515745198370384
1005.0,-0.08241102219022284,5.0,0.2164936687207789,2.23606797749979,10.006849051893871
1005.2,-0.07119987621376188,5.2,0.9298498590277028,2.280350850198276,11.203993098182224
1005.4,-0.02365027649984516,5.4,0.20419113733244176,2.32379000772445,11.030032185393818
1005.6,-0.059746301756459216,5.6000000000000005,0.7108444862043266,2.3664319132398464,12.147606950179224
1005.8,-0.005996343080755568,5.800000000000001,0.45082529018505846,2.4083189157584592,12.546577678632925
1006.0,-0.007884235666689653,6.0,0.4545773741669048,2.449489742783178,13.244215606118587
1006.2,-0.000557030128051323,6.2,0.5566889758261504,2.4899799195977463,14.060449928984397
999.0,0.0,0.0,0.9942299880273625,0.0,0.9942299880273625
999.2,0.0036384221041026407,0.2,0.9577663708825666,0.4472135954999579,2.896745818972563
999.4,0.023066273049700083,0.4,0.35809665028703375,0.6324555320336759,3.4342999310053623
999.6,0.01607297258008205,0.6000000000000001,0.9239573488781778,0.7745966692414834,4.977032303392699
999.8,0.03865356816196712,0.8,0.2661002023498146,0.8944271909999159,5.184093957148608
1000.0,0.02342648345620916,1.0,0.4434060745074754,1.0,6.126348044123269
1000.2,0.010145406964350213,1.2000000000000002,0.02351984268921259,1.0954451150103324,6.373933359654663
1000.4,0.027847424645116293,1.4000000000000001,0.7866299321146027,1.1832159566199232,7.707177261951292
1000.6,0.0565389594245424,1.6,0.8229896984665589,1.2649110640673518,8.216870096751624
1000.8,0.05383063485723231,1.8,0.8302836903282917,1.3416407864998738,8.602901311584304
1001.0,0.06037236735644559,2.0,0.7067937951200672,1.4142135623730951,8.768029335890716
1001.2,0.028026755938411373,2.2,0.8730230431975643,1.4832396974191326,9.139734943094144
1001.4,0.03299844833577224,2.4000000000000004,0.23775593123344274,1.5491933384829668,8.636262307784644
1001.6,0.00669156807645772,2.6,0.15626059448992424,1.61245154965971,8.624617987111982
1001.8,0.013995923207362607,2.8000000000000003,0.3741079868505517,1.6733200530681511,8.864044446366815
1002.0,0.00034364037081928704,3.0,0.8681672039102428,1.7320508075688772,9.346559642736608
1002.2,-0.002935092710708612,3.2,0.5473139746841182,1.7888543819998317,8.997128833828453
1002.4,-0.007934545176049378,3.4000000000000004,0.16380042849247956,1.8439088914585775,8.58444489881455
1002.6,-0.03669901376832009,3.6,0.6965606487124484,1.8973665961010275,9.103619550425826
1002.8,-0.032749833059628516,3.8000000000000003,0.16347082382879852,1.949358868961793,8.58783164882874
1003.0,-0.010721480272144545,4.0,0.7537395515837149,2.0,9.240134560967858
1003.2,-0.07658984660742774,4.2,0.5625999624556431,2.04939015319192,9.167618877204227
1003.4,-0.03476857504073731,4.4,0.33969403630894357,2.0976176963403033,9.129342977550822
1003.6,-0.02592200892186508,4.6000000000000005,0.45056902568660406,2.1447610589527217,9.497470195277842
1003.8,-0.00788671593429119,4.800000000000001,0.14559365585764872,2.1908902300206647,9.525935128247962
1004.0,-0.0687761070241757,5.0,0.5103570800107949,2.23606797749979,10.300712463183887
1004.2,-0.03489953002526623,5.2,0.9521806427628057,2.280350850198276,11.226323881917327
1004.4,-0.018762011598919815,5.4,0.7036952050831863,2.32379000772445,11.529536253144563
1004.6,-0.05450087489629024,5.6000000000000005,0.4457460366063868,2.3664319132398464,11.882508500581284
1004.8,-0.027036886356661693,5.800000000000001,0.4637954456307498,2.4083189157584592,12.559547834078616
1005.0,-0.016776952628463515,6.0,0.4682998646877746,2.449489742783178,13.257938096639457
1005.2,-0.005563705872300846,6.2,0.1602183119424352,2.4899799195977463,13.663979265100682
998.0,0.0,0.0,0.2477461423737558,0.0,0.2477461423737558
998.2,0.006517858180688641,0.2,0.13000352916873903,0.4472135954999579,2.0689829772587354
998.4,0.005923791033618816,0.4,0.7862603572768665,0.6324555320336759,3.8624636379951953
998.6,0.01960959779660601,0.6000000000000001,0.28254734521452995,0.7745966692414834,4.335622299729051
998.8,0.0259202330648185,0.8,0.3284586686972122,0.8944271909999159,5.246452423496006
999.0,0.01224512861381163,1.0,0.3880175320537942,1.0,6.070959501669587
999.2,0.015479600542939755,1.2000000000000002,0.40555582310019134,1.0954451150103324,6.755969340065641
999.4,0.05053868030269256,1.4000000000000001,0.7397673948786992,1.1832159566199232,7.6603147247153895
999.6,0.048650306159849256,1.6,0.8627693455116199,1.2649110640673518,8.256649743796686
999.8,0.06270762825017688,1.8,0.7287583134328337,1.3416407864998738,8.501375934688845
1000.0,0.018288143514470136,2.0,0.2158098785300986,1.4142135623730951,8.277045419300748
1000.2,0.03633628011070763,2.2,0.09265098075008094,1.4832396974191326,8.35936288064666
1000.4,0.0434843658130091,2.4000000000000004,0.6406010778077207,1.5491933384829668,9.039107454358923
1000.6,0.04998460627875202,2.6,0.9057917368109796,1.61245154965971,9.37414912943304
1000.8,0.026351782275482523,2.8000000000000003,0.8931740400751178,1.6733200530681511,9.383110499591382
1001.0,0.009208214486650499,3.0,0.15584029471278882,1.7320508075688772,8.634232733539156
1001.2,-0.005344964847302831,3.2,0.40730331146272547,1.7888543819998317,8.85711817060706
1001.4,-0.022420660540793273,3.4000000000000004,0.5152192461802642,1.8439088914585775,8.935863716502334
1001.6,-0.022701563876772645,3.6,0.2702758415657327,1.8973665961010275,8.677334743279111
1001.8,-0.059354047107577065,3.8000000000000003,0.47089868247708844,1.949358868961793,8.895259507477029
1002.0,-0.003969915197927618,4.0,0.46381818508892714,2.0,8.95021319447307
1002.2,-0.06631641537511317,4.2,0.576812557489604,2.04939015319192,9.181831472238187
1002.4,-0.07926287688089628,4.4,0.07007649701688401,2.0976176963403033,8.859725438258762
1002.6,-0.07322019196331438,4.6000000000000005,0.6593133636934148,2.1447610589527217,9.706214533284651
1002.8,-0.019275031098138704,4.800000000000001,0.8673459349223536,2.1908902300206647,10.247687407312666
1003.0,-0.03871056392539349,5.0,0.958365640353704,2.23606797749979,10.748721023526796
1003.2,-0.000689259597922199,5.2,0.3390890179377335,2.280350850198276,10.613232257092255
1003.4,-0.046525339815601086,5.4,0.4593147806222584,2.32379000772445,11.285155828683635
1003.6,-0.04102126344519611,5.6000000000000005,0.029551294712132137,2.3664319132398464,11.46631375868703
1003.8,-0.013925756069619804,5.800000000000001,0.5298558419088201,2.4083189157584592,12.625608230356686
1004.0,-0.006371811197760352,6.0,0.33563900393200774,2.449489742783178,13.12527723588369
1004.2,-0.004556220521227446,6.2,0.14108905571698516,2.4899799195977463,13.644850008875231
997.0,0.0,0.0,0.6639849504300337,0.0,0.6639849504300337
997.2,0.0070577040883426315,0.2,0.34436017734583757,0.4472135954999579,2.2833396254358336
997.4,0.00018645245210945516,0.4,0.8543747889994339,0.6324555320336759,3.9305780697177624
997.6,0.04893515035492045,0.6000000000000001,0.8449680364283502,0.7745966692414834,4.898042990942871
997.8,0.04602637751820432,0.8,0.21288301364659057,0.8944271909999159,5.130876768445384
998.0,0.06549350477399409,1.0,0.8849364855828196,1.0,6.5678784551986125
998.2,0.03753854202679923,1.2000000000000002,0.06539777108365985,1.0954451150103324,6.41581128804911
998.4,0.07852228937672685,1.4000000000000001,0.07567984078577761,1.1832159566199232,6.9962271706224675
998.6,0.041682576909749344,1.6,0.03584320287890208,1.2649110640673518,7.429723601163968
998.8,0.060594573257370034,1.8,0.8757355261068037,1.3416407864998738,8.648353147362815
999.0,0.002124820884361226,2.0,0.8837126383978396,1.4142135623730951,8.944948179168488
999.2,0.014868493320429901,2.2,1.3785035885116592e-05,1.4832396974191326,8.266725684932464
999.4,0.04110817028100035,2.4000000000000004,0.6953187979264748,1.5491933384829668,9.093825174477676
999.6,0.016403800172276557,2.6,0.552095942403312,1.61245154965971,9.02045333502537
999.8,0.01021737483377316,2.8000000000000003,0.9861995851121166,1.6733200530681511,9.47613604462838
1000.0,0.008996614019590333,3.0,0.4782806473409582,1.7320508075688772,8.956673086167324
1000.2,-0.005439726627467484,3.2,0.6460680802156029,1.7888543819998317,9.095882939359939
1000.4,-0.006253931999291126,3.4000000000000004,0.2428767386497772,1.8439088914585775,8.663521208971847
1000.6,-0.03855058425827451,3.6,0.5130540674720387,1.8973665961010275,8.920112969185416
1000.8,-0.056512968033759006,3.8000000000000003,0.5395491875124663,1.949358868961793,8.963910012512407
1001.0,-0.04323429174058775,4.0,0.21198594764918466,2.0,8.69838095703333
1001.2,-0.03816394533163538,4.2,0.7306395617096294,2.04939015319192,9.335658476458212
1001.4,-0.060739161295174184,4.4,0.12314527773402706,2.0976176963403033,8.912794218975904
1001.6,-0.0637181331267053,4.6000000000000005,0.6219063836242502,2.1447610589527217,9.668807553215487
1001.8,-0.03709967121071921,4.800000000000001,0.741949400048991,2.1908902300206647,10.122290872439304
1002.0,-0.02797430409812566,5.0,0.9689193459053863,2.23606797749979,10.759274729078479
1002.2,-0.08738674772728791,5.2,0.6824209877090072,2.280350850198276,10.956564226863529
1002.4,-0.04456685146346725,5.4,0.18409990399611098,2.32379000772445,11.009940952057487
1002.6,-0.029449354192014505,5.6000000000000005,0.11413200403851376,2.3664319132398464,11.55089446801341
1002.8,-0.030766708760778298,5.800000000000001,0.6023943330351657,2.4083189157584592,12.698146721483031
1003.0,-0.023002435157527448,6.0,0.23733362139253267,2.449489742783178,13.026971853344214
1003.2,-0.005889110843689639,6.2,0.7083927998890488,2.4899799195977463,14.212153753047296
996.0,0.0,0.0,0.43306958361761505,0.0,0.43306958361761505
996.2,0.0012926125228538972,0.2,0.3058241297133144,0.4472135954999579,2.2448035778033106
996.4,0.024925159445672484,0.4,0.4180779429111261,0.6324555320336759,3.4942812236294545
996.6,0.05222120376139736,0.6000000000000001,0.892390691723136,0.7745966692414834,4.945465646237658
996.8,0.005030389112907539,0.8,0.7098386423788802,0.8944271909999159,5.627832397177674
